created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 29 23:59:54 +0000 2023;1718779726221787178;"@TheShopEth @MarioNawfal Changing reality is relocating those left in Gaza to Sinai thus taking all of Palestine.";0;1;0;1;en;1421586762556653569;1718772024217072105;Striumph5;https://twitter.com/Striumph5/status/1718779726221787178
Sun Oct 29 23:59:54 +0000 2023;1718779725433184398;"@POTUS @JoeBiden The leaders of democracy are not ashamed that so many children are dying in Palestine";0;0;0;0;en;1644676618198339587;1718251733342650829;bibu86997926325;https://twitter.com/bibu86997926325/status/1718779725433184398
Sun Oct 29 23:59:52 +0000 2023;1718779718353453534;"@oecyong well u are too!";0;1;0;1;en;1344390316707733504;1718778558456184919;revveluuv;https://twitter.com/revveluuv/status/1718779718353453534
Sun Oct 29 23:59:52 +0000 2023;1718779715488714859;"@scceppt_ke65 @ThavasRas So you're saying that the Israel-Palestine war is the only war ever to have civilian casualties, is that what you're saying?  And you conveniently forget that Hamas targeted Israeli civilians, not Israeli military.";0;0;0;1;en;841156819774930944;1718734341789172215;FightLeft;https://twitter.com/FightLeft/status/1718779715488714859
Sun Oct 29 23:59:52 +0000 2023;1718779714813214753;"كرم جبر: "المتحدة" قدمت دورا كبيرا جدا في تغطية الأزمة الفلسطينية خصوصا "القاهرة الإخبارية" التي تنقل عنها كل وكالات الأنباء والمحطات العربية والأجنبية #في_المساء_مع_قصواء #تضامنا_مع_فلسطين  #In_solidarity_with_Palestine https://t.co/WwiGvGwKTL";0;1;0;0;ar;327722701;1718779714813214753;CBCEgypt;https://twitter.com/CBCEgypt/status/1718779714813214753
Sun Oct 29 23:59:51 +0000 2023;1718779714201088407;"@masterdjikeu IT'S A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸  #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;0;en;1014888021580058625;1718479326575001848;zlkdlinn;https://twitter.com/zlkdlinn/status/1718779714201088407
Sun Oct 29 23:59:51 +0000 2023;1718779712560877904;"should I make a rant account lmao";0;0;0;1;en;1190814803352272898;1718779611503337707;reversecocunut;https://twitter.com/reversecocunut/status/1718779712560877904
Sun Oct 29 23:59:51 +0000 2023;1718779711344566365;"Bitcoin are Dogecoin, Shiba Inu, Baby Doge Coin,   🚀 ZEC Palestine State Google intel cryptomarket shivarondo dYdX  in and of itself, is a meme. So is Elon Musk I already have it. Looking forward to the nft collection   #DOXcoin";0;0;0;0;en;1686219211667021824;1718779711344566365;WendyWrigh2277;https://twitter.com/WendyWrigh2277/status/1718779711344566365
Sun Oct 29 23:59:50 +0000 2023;1718779710144983199;"As far as China I would say most Chinese people are decent people but as far as Palestine goes I don't or have not seen any good Palestinian people ever. They should never be allowed to reside in America in any way shape or form.";0;0;0;0;en;1586383498331529217;1718779710144983199;ChipRay_;https://twitter.com/ChipRay_/status/1718779710144983199
Sun Oct 29 23:59:50 +0000 2023;1718779709889056969;"@Gilleded @RyLiberty Muslims aren’t idol worshipers.  That said, they are treating Muslims like they are in Palestine, Imagine what will they do to others.   Once the monster is fed and strong, it will eliminate Europe and America but by then it will too late to react for Christian countries   The…";0;0;1;1;en;1584229589345263622;1718290839670296699;canto8787;https://twitter.com/canto8787/status/1718779709889056969
Sun Oct 29 23:59:50 +0000 2023;1718779709566189884;"@tavirahog @UnicornChettiar At the same time, how can any Palestine trust a people who have treated them abysmally for 56 years?  And yet, doing so is the only path to peace, it seems.  Sad.";0;1;0;1;en;390145855;1718267309914042763;JasonPedlow;https://twitter.com/JasonPedlow/status/1718779709566189884
Sun Oct 29 23:59:50 +0000 2023;1718779709234802862;"@ysabellahazan We stand with Palestine🇵🇸";0;1;0;1;en;1712659761429123072;1718759531130274040;klavn11646;https://twitter.com/klavn11646/status/1718779709234802862
Sun Oct 29 23:59:50 +0000 2023;1718779706919485803;"@Grumpy_Mr_Gruff @EdKrassen Israel can be a Jewish Homeland and Palestine can be a Palestinian Arab Homeland. It’ll go a long way towards fostering peace.";0;1;0;0;en;1517169960598085632;1718019909723009256;vinyard_dennis;https://twitter.com/vinyard_dennis/status/1718779706919485803
Sun Oct 29 23:59:49 +0000 2023;1718779705858662843;"بھائی اصل حقیقت یہ ہے 😭 عاصم بھائی ڈپریشن کے مریض تھے 😭😭🙏🙏 https://t.co/KpHfmFNWlN";0;0;1;0;ur;1433746857969156098;1718779705858662843;fbqarisaab;https://twitter.com/fbqarisaab/status/1718779705858662843
Sun Oct 29 23:59:49 +0000 2023;1718779705720234008;"@gabbycatter Exactly.";0;0;0;2;en;887616419747254273;1718777770531328320;Persephiroth;https://twitter.com/Persephiroth/status/1718779705720234008
Sun Oct 29 23:59:49 +0000 2023;1718779705678045642;"i know we’re still talking abt the race results but do not forget that there is a a GENOCIDE happening right in front of us. do not stop talking abt palestine.";0;0;0;0;en;927283244441264128;1718779705678045642;F3RRARISTA;https://twitter.com/F3RRARISTA/status/1718779705678045642
Sun Oct 29 23:59:49 +0000 2023;1718779705476919306;"As long as I live I will never forget how the world turned our backs on the children of Palestine https://t.co/7vc2MguJnn";0;0;0;1;en;738757177;1718779705476919306;fiji__bitter;https://twitter.com/fiji__bitter/status/1718779705476919306
Sun Oct 29 23:59:49 +0000 2023;1718779704583332335;"@dr_cosmo i could only imagine this would be for ppl who've got family and loved ones in Palestine. or ppl who had to witness the atrocities on video.";0;1;0;0;en;1670878198794518531;1718778671354535939;cephalothoraco;https://twitter.com/cephalothoraco/status/1718779704583332335
Sun Oct 29 23:59:49 +0000 2023;1718779704428085645;"In response to the recent escalation of violence in Israel/Palestine, and specifically, the ongoing US-backed genocide in the Gaza Strip, the UNC Chapel Hill Campus and Graduate Workers Union has endorsed the following three measures: https://t.co/XQE3ZPEFsD";3;4;54;163;en;885873266962960384;1718779704428085645;workersunionunc;https://twitter.com/workersunionunc/status/1718779704428085645
Sun Oct 29 23:59:49 +0000 2023;1718779703773819142;"Welcome to the Struggle, Becky  On Palestine";0;0;0;0;en;296962047;1718779703773819142;Heidentweet;https://twitter.com/Heidentweet/status/1718779703773819142
Sun Oct 29 23:59:49 +0000 2023;1718779703073636440;"@POTUS Hamas are not terrorists. They are rightly justified in defending Palestinians from decades of atrocities, human rights violations, war crimes&amp genocide perpetrated by the war criminal Netanyahu w/America's support. Netanyahu is the terrorist PALESTINE HAS A RIGHT TO DEFEND ITSELF";0;0;0;0;en;756820453549674496;1718740220412064102;SpotlightForYou;https://twitter.com/SpotlightForYou/status/1718779703073636440
Sun Oct 29 23:59:49 +0000 2023;1718779702825963978;"like it's wild that people think this is a new sudden conflict between two countries? it's not. I'm 36, I've known about occupied Palestine since I was like 14 and getting into local activism. My roommate's family has been boycotting Israeli products for as long as they remember";0;2;0;1;en;15500621;1718779702825963978;protomolecute;https://twitter.com/protomolecute/status/1718779702825963978
Sun Oct 29 23:59:49 +0000 2023;1718779702482018546;"make israel palestine again";0;0;0;1;en;1274904342181675017;1718779702482018546;nenocenturi0n;https://twitter.com/nenocenturi0n/status/1718779702482018546
Sun Oct 29 23:59:49 +0000 2023;1718779702029008995;"You can tell there's been a seed change on Palestine because someone in my Overwatch game had an Israeli flag in their nameplate and they're just getting flamed as a genocide supporter by the entire lobby lol";0;1;0;8;en;201879347;1718779702029008995;TruedawnFm;https://twitter.com/TruedawnFm/status/1718779702029008995
Sun Oct 29 23:59:48 +0000 2023;1718779701416558816;"@LoveCanBurn0ut @biceplor nat is a lesbian. nat does not belong with steve. steve is gay.";0;0;0;1;en;1200715053701455872;1718001069018734947;shesawtheedits;https://twitter.com/shesawtheedits/status/1718779701416558816
Sun Oct 29 23:59:48 +0000 2023;1718779700296700287;"@BeckettUnite Birmingham is out in support of Palestine.  We need sanctions against Israel now. #FreePalestine  #CeaseFireInGaza";0;2;1;2;en;2924611620;1718647777306005640;Deji_Dokun;https://twitter.com/Deji_Dokun/status/1718779700296700287
Sun Oct 29 23:59:47 +0000 2023;1718779696463118393;"@MargoEpperson1 @0pl1x @Sprinter99800 Putin himself is using a lot of diplomatic language, but his recent speeches indicate his support for Gazians. As for the Russian state media including all the big telegram channels and TV shows, everyone is strictly and radically pro Palestine";0;0;0;0;en;1357045204298174465;1718757258639605858;anaastyusha;https://twitter.com/anaastyusha/status/1718779696463118393
Sun Oct 29 23:59:46 +0000 2023;1718779691463741793;"DAP will risk to be rejected by the nation if it failed to understand the unwavering support of Malaysia to a Free Palestine.";0;0;0;0;en;314564986;1718779691463741793;draminmuslan;https://twitter.com/draminmuslan/status/1718779691463741793
Sun Oct 29 23:59:46 +0000 2023;1718779690251608310;"also huh how is people calling you out for your weird behavior a factor to genocide have you gone crazy LOL   also no one’s forcing anyone to dedicate their entire platform for palestine all you’re being asked of is at least be informed before you speak up on such topics 🤣";0;0;0;0;en;1476914765750358021;1718779687982530894;marinacoded;https://twitter.com/marinacoded/status/1718779690251608310
Sun Oct 29 23:59:46 +0000 2023;1718779690150756683;"@jeffcore_b u ppl only acknowledge 875 impact when u want to drag them for something u refuse to mention ur own favs for, whether my favs decides to speak up or not that isn't going to channge majority of us stands with Palestine, u care abt celebs opinions mkre than the actual issue, stfu.";0;1;1;43;en;756185492;1718730526557978877;ughmane;https://twitter.com/ughmane/status/1718779690150756683
Sun Oct 29 23:59:45 +0000 2023;1718779687642734943;"@kingriver321 @KyleKulinski Not all of Palestine is filled with Hamas, and it’s not self defense to slaughter civilians";0;1;0;1;en;1680203457368674304;1718259593841680808;Mttyiceee;https://twitter.com/Mttyiceee/status/1718779687642734943
Sun Oct 29 23:59:44 +0000 2023;1718779683653984380;"@will5023 @Don_Cyrano @spectatorindex No they didn't - Israel as a state rejected as just the same. Research. Also you do realise Christians, Muslims, and Jews coexisted in Palestine before zionism was born right? Maybe you should question why a settlement would be needed in the first place?";0;0;0;2;en;1713533265318207488;1718674127614247254;realScyphr;https://twitter.com/realScyphr/status/1718779683653984380
Sun Oct 29 23:59:44 +0000 2023;1718779683377209688;"Palestine will be free  from river to the sea. https://t.co/lOXkfkzFyX";0;0;0;0;en;282377463;1718779683377209688;riakasim;https://twitter.com/riakasim/status/1718779683377209688
Sun Oct 29 23:59:44 +0000 2023;1718779682609639751;"SEMANGAT NAIKIN HT  ITS A HUMANITARIAN DUTY    FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live    #StopGenocideInGaza  #CeaseFireInGaza   #CeaseFireNOW  #FreePalestine 🇵🇸";0;0;0;0;en;1172427005033213953;1718779682609639751;karinaajimin;https://twitter.com/karinaajimin/status/1718779682609639751
Sun Oct 29 23:59:43 +0000 2023;1718779680265015540;"@JeffreyASachs I think much of the onus is on those of us advocating for Palestine to call out and eliminate any anti-semitism in pro Palestine spaces though, so I fully own that and it's work I try personally to prioritize while advocating.";0;0;0;8;en;2575988539;1718776210212221078;parvzy;https://twitter.com/parvzy/status/1718779680265015540
Sun Oct 29 23:59:43 +0000 2023;1718779677693866439;"Mulai hari ini tidak ada lagi kopi Starbuck.   Sampai mereke berhenti mendukung pembunuhan rakyat Palestine.";0;0;0;0;in;116615840;1718779677693866439;KamsarKassim;https://twitter.com/KamsarKassim/status/1718779677693866439
Sun Oct 29 23:59:42 +0000 2023;1718779676645261560;"LET'S PRAY FOR PALESTINE 🇵🇸 DO NOT STAY SILENT, IT'S A HUMANITARIAN DUTY #StopGenocideInGaza  #CeaseFireInGaza  #CeasefireNOW  #FreePalestine";0;0;1;0;en;1548734393703088128;1718779676645261560;stroberikukus;https://twitter.com/stroberikukus/status/1718779676645261560
Sun Oct 29 23:59:42 +0000 2023;1718779675239993816;"@Defender_45 @anjewla90 When they say "Palestine," they mean Israel.";0;0;0;0;en;1666275470101364737;1718696802948378643;SocratesJo64575;https://twitter.com/SocratesJo64575/status/1718779675239993816
Sun Oct 29 23:59:42 +0000 2023;1718779674371985684;"Rather than bombing them more, Israel as the occupier and the one with the power must for its own survival end this generational oppression or this cycle will continue. The children of Palestine have to have freedoms and hope for a better life. When is a true Israeli leader going…";0;0;0;0;en;1414776419486355456;1718779674371985684;randolphofoz;https://twitter.com/randolphofoz/status/1718779674371985684
Sun Oct 29 23:59:42 +0000 2023;1718779673042399452;"@haechanpeacjh ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1286482739210760195;1718776058353451236;parkjisungiiiee;https://twitter.com/parkjisungiiiee/status/1718779673042399452
Sun Oct 29 23:59:41 +0000 2023;1718779671234727947;"@AOC From the river to the sea, Palestine will be free, and Jewish.";0;0;0;0;en;1685083011669528576;1718317873490247987;Aelnick1022;https://twitter.com/Aelnick1022/status/1718779671234727947
Sun Oct 29 23:59:41 +0000 2023;1718779669523153098;"@JEONGGUKXIV Palestine";0;1;0;0;et;1429528735984857097;1718779574807670982;oomfgulki;https://twitter.com/oomfgulki/status/1718779669523153098
Sun Oct 29 23:59:41 +0000 2023;1718779668642308446;"@urb0dymytemplee WILL WOOD WILL EOOD WILL WOOD WISKWHSJSBSHDDK";0;0;0;1;nl;1653178781396344834;1718779195411583302;MiririRAH55990;https://twitter.com/MiririRAH55990/status/1718779668642308446
Sun Oct 29 23:59:41 +0000 2023;1718779668499693681;"@Parroting101 @gothspiderbitch @theoryzing Talka bout dehumanization. "They're arabs, they started it," we're discussing Palestine, where there wasn't a current genocide when Israel got set up. It has one now.";0;0;0;1;en;3271560962;1718390376917057544;OverContentious;https://twitter.com/OverContentious/status/1718779668499693681
Sun Oct 29 23:59:40 +0000 2023;1718779667065545079;"@sqiurrelgirl Ini. Jadi beberapa base off masal karena mau menghargai apa yang terjadi di Palestina, at least kurangin lah kpop-nya dulu, and be the voice for Palestine. Pas diminta off, respon adminnya begini. Diingetin pun juga acuh gitu. https://t.co/ryGXPJCzf3";0;1;0;0;in;1321638536;1718629036631765022;namjono;https://twitter.com/namjono/status/1718779667065545079
Sun Oct 29 23:59:40 +0000 2023;1718779666541240599;"Aww, best friends !  🤣   #Gaza #Israel #Islam #Palestine #Goodluck";0;0;0;0;en;1712604523225829376;1718779666541240599;CaptainLlama15;https://twitter.com/CaptainLlama15/status/1718779666541240599
Sun Oct 29 23:59:40 +0000 2023;1718779666234781839;"Most of the posters were explicitly related to Palestine but I had a few general anti-police ones that were popular with younger parts of the crowd, though a lot of older folks enjoyed them too. Multiple people expressed gratitude for explicit anti police messaging.";0;1;3;21;en;1464727290210889733;1718779657594572860;drawn_daggers;https://twitter.com/drawn_daggers/status/1718779666234781839
Sun Oct 29 23:59:40 +0000 2023;1718779664376778887;"My set up was mainly posters, stickers, and some select zines. The posters I print on cardstock using some designs I've found in various places (Twitter, Palestine poster archive, etc). These were super popular (I think I have away ~200) and I'll be bringing more next time.";0;1;2;19;en;1464727290210889733;1718779657594572860;drawn_daggers;https://twitter.com/drawn_daggers/status/1718779664376778887
Sun Oct 29 23:59:39 +0000 2023;1718779663894352121;"#israel #palestine #peace https://t.co/6B86H7Sax6";0;0;0;0;qme;120142946;1718779663894352121;elenapababaloni;https://twitter.com/elenapababaloni/status/1718779663894352121
Sun Oct 29 23:59:39 +0000 2023;1718779663617491266;"@adilAlmarzooq @HilzFuld Palestine was the name of a province back in the day, not the name of a specific national group or culture";0;0;1;5;en;1497403412522147840;1718577289007407399;Jollee010;https://twitter.com/Jollee010/status/1718779663617491266
Sun Oct 29 23:59:39 +0000 2023;1718779662707392638;"The Global Campaign to Support Palestine Press the button below the tweet 👇 #EndOfIsrael #نهاية_اسرائيل";0;0;0;0;en;1661137323549925378;1718779662707392638;rami18905272721;https://twitter.com/rami18905272721/status/1718779662707392638
Sun Oct 29 23:59:39 +0000 2023;1718779660132045088;"@Mrgreen99999 @DouglasKMurray @DillyHussain88 Palestinian resistance does not want to take the west unless the west is also Palestine. They are a resistance force.";0;1;0;0;en;1445344566769590273;1718775264422101492;NameIsIA;https://twitter.com/NameIsIA/status/1718779660132045088
Sun Oct 29 23:59:38 +0000 2023;1718779659049951448;"//slight fnaf movie spoilers . . . . . Here take this amity edit I made but from that one Vanessa jumpscare meme going around https://t.co/DeUXQgpEpa";0;0;0;13;en;1424815540523184135;1718779659049951448;Peyotie_Fandomz;https://twitter.com/Peyotie_Fandomz/status/1718779659049951448
Sun Oct 29 23:59:38 +0000 2023;1718779658882207986;"@f4r_form what does this mean";0;1;0;0;en;1594778319530168337;1718599199414001852;creepykritter;https://twitter.com/creepykritter/status/1718779658882207986
Sun Oct 29 23:59:38 +0000 2023;1718779658391486948;"I just don’t understand explain to me why Hasmas are heroes in this war? death to all Jews what is it I’m missing Palestine people do you want to just raise your children to be good citizens and just work and go to school and not create hate against Israel";0;0;0;0;en;1467608756536033285;1718779658391486948;duff1082;https://twitter.com/duff1082/status/1718779658391486948
Sun Oct 29 23:59:37 +0000 2023;1718779655816429601;"@jllmisai As long as dia sampaikan perkara yg betul berkenaan Palestine, dia sokong jelah konteks Palestin dia. Kalau bab lain, kalau dia salah kita kecam. Buat sekadar apa yg kita mampu je.";0;0;0;0;in;204273386;1718638519445516348;farahaz_97;https://twitter.com/farahaz_97/status/1718779655816429601
Sun Oct 29 23:59:37 +0000 2023;1718779655669309803;"@armorysys ooouuuhhhhh";0;1;0;1;und;1700698074660659200;1718776080096428326;crawlhometoherr;https://twitter.com/crawlhometoherr/status/1718779655669309803
Sun Oct 29 23:59:37 +0000 2023;1718779655384383497;"where are the high Muslim governments in the world? why dont they talk or help palestine? are we really dont have someone to lean on? why is no one on their side? why nobody help them? send the soldier, please protect our sisters and brothers 😭😭😭😭😭";0;0;0;0;en;1466033973751025667;1718779655384383497;eveloverly;https://twitter.com/eveloverly/status/1718779655384383497
Sun Oct 29 23:59:37 +0000 2023;1718779654654325218;"#CeasefireNOW keep praying for Palestine keep talking about Palestine 🇵🇸";0;0;6;6;en;1587397779827064832;1718779654654325218;aresvue;https://twitter.com/aresvue/status/1718779654654325218
Sun Oct 29 23:59:37 +0000 2023;1718779651789619648;"Huda Beauty, Kripy Kreme and Adidas support Palestine.";0;0;0;6;en;1703838196683997184;1718779651789619648;jenniesdefenses;https://twitter.com/jenniesdefenses/status/1718779651789619648
Sun Oct 29 23:59:36 +0000 2023;1718779649394704786;"@justasillybeing sorry I was simping 🤭";0;1;0;1;en;1653400169856094209;1718777051455361430;ozthevcase;https://twitter.com/ozthevcase/status/1718779649394704786
Sun Oct 29 23:59:36 +0000 2023;1718779648853897481;"@tanyakanrl IT'S A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸  #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;1;en;860298643143774208;1718775344076103796;DRXNKSHIT;https://twitter.com/DRXNKSHIT/status/1718779648853897481
Sun Oct 29 23:59:36 +0000 2023;1718779647964696944;"@Yangabimaru77 @tanyakanrl Bagusss angelina jolie palestine. Siapa aja yg bela palestinee artis bulee";0;1;0;6;in;3321077462;1718777849610674380;jendeuqi;https://twitter.com/jendeuqi/status/1718779647964696944
Sun Oct 29 23:59:35 +0000 2023;1718779646483776001;"How many marched in the Saturday Palestine demonstration in London? News media and police say 100,000. Organizers say 500,000.";0;1;0;0;en;20775133;1718779646483776001;edeanbutler;https://twitter.com/edeanbutler/status/1718779646483776001
Sun Oct 29 23:59:35 +0000 2023;1718779646429274559;"@DrEliDavid I stand with Palestine, it was the jews, jews financed them, didn't happen but it should have";0;0;0;0;en;1467647879795941383;1718672803547717733;AndreiOrban1;https://twitter.com/AndreiOrban1/status/1718779646429274559
Sun Oct 29 23:59:35 +0000 2023;1718779645149974738;"@DonaldJTrumpJr They only makes lies about your family and then you believe the lies they make about Palestine genocide.";0;0;0;0;en;1588580520488833024;1718649241818579410;Peanutandtuxx;https://twitter.com/Peanutandtuxx/status/1718779645149974738
Sun Oct 29 23:59:34 +0000 2023;1718779643136766084;"@VivekGRamaswamy Before the 7thC, muslims have been slaughtering jews. They stole their land, renamed it palestine &amp  occupied it. In 1947 jews regained a small piece of their country. Muslims until today are still killing jews &amp  occupying jewish land as palestinians. Palestine is Israel's land";0;0;0;1;en;1648413977418891269;1718767160833527945;Cara_Jean_;https://twitter.com/Cara_Jean_/status/1718779643136766084
Sun Oct 29 23:59:34 +0000 2023;1718779639232086197;"She slapped a child? A CHILD??? WHAT?? SICK DISGUSTING BEHAVIOR   FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1671873084863954944;1718779639232086197;zumichoice;https://twitter.com/zumichoice/status/1718779639232086197
Sun Oct 29 23:59:33 +0000 2023;1718779638049096180;"@Yona832 @AspieDM @MarioNawfal Well there's alot who supports Palestine";0;1;0;0;en;1342868029709963264;1718606144338370787;nfollwi;https://twitter.com/nfollwi/status/1718779638049096180
Sun Oct 29 23:59:33 +0000 2023;1718779637512208621;"@IsraelinUSA We stand with Palestine🇵🇸";0;0;0;0;en;1712659761429123072;1718475242451190021;klavn11646;https://twitter.com/klavn11646/status/1718779637512208621
Sun Oct 29 23:59:33 +0000 2023;1718779636878815526;"@LoveCanBurn0ut @biceplor my pronouns are fai/fairy btw!! not they/them.";0;1;0;0;en;1200715053701455872;1718001069018734947;shesawtheedits;https://twitter.com/shesawtheedits/status/1718779636878815526
Sun Oct 29 23:59:33 +0000 2023;1718779636325257416;"🚨Very voilent clashes reported.   Casualties among Palestinian  Updating... https://t.co/PcysgHJ5sQ";1;0;1;0;en;1129841603764543489;1718779636325257416;PalastineEye;https://twitter.com/PalastineEye/status/1718779636325257416
Sun Oct 29 23:59:32 +0000 2023;1718779630813901160;"@thenathandxl u onlh win bc my autistic aura is so intimidating thsy no one wants me bc theyre scared ill outautism em";0;1;0;1;en;1270428213655805952;1718777397590233294;chettodust_;https://twitter.com/chettodust_/status/1718779630813901160
Sun Oct 29 23:59:32 +0000 2023;1718779630813848008;"Some Saudian standing with Palestine in Riyad Season 2023   موسم الخزي و العار";0;0;1;0;und;1178264146267295744;1718779630813848008;asselmii;https://twitter.com/asselmii/status/1718779630813848008
Sun Oct 29 23:59:31 +0000 2023;1718779629723353378;"@Elisesatillite THE ONE WITH RED HAIR ISNT LUKE?????";0;2;0;1;en;1608130420301758465;1718773725145768423;NhaHLST;https://twitter.com/NhaHLST/status/1718779629723353378
Sun Oct 29 23:59:31 +0000 2023;1718779629228445951;"@TheGeneral_0 @LegendreKristy Go to Palestine and see what happens...";0;0;0;1;en;1656092851187462145;1718695267577295081;DogTurdCorn;https://twitter.com/DogTurdCorn/status/1718779629228445951
Sun Oct 29 23:59:31 +0000 2023;1718779629207495062;"@_waleedshahid @JohnFetterman Lost all respect for him";0;0;0;11;en;1685726079762227200;1718777931797791046;Christine758871;https://twitter.com/Christine758871/status/1718779629207495062
Sun Oct 29 23:59:31 +0000 2023;1718779628876149069;"@miaumage im curious how the experience is different for someone whos really into fnaf because i found the movie very very funny and maybe a little cheesy, but not in a bad way. though that is also because i like making fun of fnaf";0;1;0;1;en;1318484572741410816;1718767524764946878;synorp;https://twitter.com/synorp/status/1718779628876149069
Sun Oct 29 23:59:31 +0000 2023;1718779628641280463;"1. Don't support these companies. https://t.co/YX4qALAMd2";0;1;0;0;en;1695214890292490240;1718779149173559568;JaneUnderwoodT;https://twitter.com/JaneUnderwoodT/status/1718779628641280463
Sun Oct 29 23:59:31 +0000 2023;1718779628058210374;"i have anger i can’t even describe, i’ve unfollowed so many mf that got on my nerves by posting random nonsense instead of sharing one post about palestine to save face";0;1;0;1;en;1502749160608604160;1718779621586485545;coolstorymay;https://twitter.com/coolstorymay/status/1718779628058210374
Sun Oct 29 23:59:31 +0000 2023;1718779627014103537;"Jd inget jurnalis wael Al dahdouh Minggu lalu smua klrg nya sngja dibunuh sama israhell 😭😭 jahat bgt para zionist ngincer jurnalis bhkan ke klrg nya buat ngebungkam kebiadaban, biar dunia gatau apa yg mrka lakuin ke warga palestine 😭😭";0;0;0;0;in;1309009857945702402;1718779627014103537;namgillovesly;https://twitter.com/namgillovesly/status/1718779627014103537
Sun Oct 29 23:59:31 +0000 2023;1718779626766401955;"@lovebypeeperz tbh yeah";0;0;0;1;en;1576249394982174720;1718726823263998230;aphRAYdisiac_;https://twitter.com/aphRAYdisiac_/status/1718779626766401955
